1965.589041
   Z       E         F
  25  4.161E+03  2.140E-08
  25  4.783E+03  1.449E-08
  25  5.500E+03  9.805E-09
  25  6.325E+03  6.625E-09
  25  7.271E+03  4.479E-09
  25  8.360E+03  3.024E-09
  25  9.614E+03  2.040E-09
  25  1.105E+04  1.378E-09
  25  1.270E+04  9.292E-10
  25  1.461E+04  6.265E-10
  25  1.680E+04  4.222E-10
  25  1.931E+04  2.846E-10
  25  2.220E+04  1.917E-10
  25  2.553E+04  1.291E-10
  25  2.935E+04  8.696E-11
  25  3.375E+04  5.857E-11
  25  3.880E+04  3.943E-11
  25  4.461E+04  2.655E-11
  25  5.129E+04  1.787E-11
  25  5.896E+04  1.204E-11
  25  6.782E+04  8.096E-12
  25  7.794E+04  5.456E-12
  25  8.965E+04  3.667E-12
  25  1.031E+05  2.468E-12
  25  1.185E+05  1.662E-12
  25  1.362E+05  1.118E-12
  25  1.566E+05  7.524E-13
  25  1.801E+05  5.061E-13
  25  2.071E+05  3.407E-13
  25  2.381E+05  2.292E-13
  25  2.737E+05  1.542E-13
  25  3.147E+05  1.038E-13
  25  3.618E+05  6.984E-14
  25  4.161E+05  4.698E-14
  25  4.783E+05  3.162E-14
  25  5.500E+05  2.127E-14
  26  5.600E-01  1.415E-03
  26  6.440E-01  1.611E-03
  26  7.403E-01  1.830E-03
  26  8.512E-01  2.076E-03
  26  9.789E-01  2.350E-03
  26  1.125E+00  2.654E-03
  26  1.294E+00  2.991E-03
  26  1.487E+00  3.361E-03
  26  1.710E+00  3.766E-03
  26  1.966E+00  4.203E-03
  26  2.261E+00  4.673E-03
  26  2.600E+00  5.174E-03
  26  2.989E+00  5.698E-03
  26  3.436E+00  6.243E-03
  26  3.951E+00  6.798E-03
  26  4.542E+00  7.353E-03
  26  5.223E+00  7.896E-03
  26  6.003E+00  8.412E-03
  26  6.905E+00  8.887E-03
  26  7.935E+00  9.301E-03
  26  9.128E+00  9.640E-03
  26  1.049E+01  9.885E-03
  26  1.206E+01  1.002E-02
  26  1.387E+01  1.005E-02
  26  1.595E+01  9.944E-03
  26  1.834E+01  9.717E-03
  26  2.108E+01  9.370E-03
  26  2.424E+01  8.910E-03
  26  2.787E+01  8.354E-03
  26  3.204E+01  7.721E-03
  26  3.684E+01  7.030E-03
  26  4.236E+01  6.307E-03
  26  4.870E+01  5.575E-03
  26  5.600E+01  4.854E-03
  26  6.440E+01  4.163E-03
  26  7.403E+01  3.519E-03
  26  8.512E+01  2.932E-03
  26  9.789E+01  2.409E-03
  26  1.125E+02  1.953E-03
  26  1.294E+02  1.562E-03
  26  1.487E+02  1.234E-03
  26  1.710E+02  9.633E-04
  26  1.966E+02  7.438E-04
  26  2.261E+02  5.681E-04
  26  2.600E+02  4.297E-04
  26  2.989E+02  3.221E-04
  26  3.436E+02  2.395E-04
  26  3.951E+02  1.767E-04
  26  4.542E+02  1.295E-04
  26  5.223E+02  9.427E-05
  26  6.003E+02  6.829E-05
  26  6.905E+02  4.914E-05
  26  7.935E+02  3.527E-05
  26  9.128E+02  2.516E-05
  26  1.049E+03  1.790E-05
  26  1.206E+03  1.270E-05
  26  1.387E+03  8.979E-06
  26  1.595E+03  6.333E-06
  26  1.834E+03  4.456E-06
  26  2.108E+03  3.130E-06
  26  2.424E+03  2.195E-06
  26  2.787E+03  1.537E-06
  26  3.204E+03  1.075E-06
  26  3.684E+03  7.505E-07
  26  4.236E+03  5.235E-07
  26  4.870E+03  3.650E-07
  26  5.600E+03  2.542E-07
  26  6.440E+03  1.768E-07
  26  7.403E+03  1.230E-07
  26  8.512E+03  8.553E-08
  26  9.789E+03  5.941E-08
  26  1.125E+04  4.131E-08
  26  1.294E+04  2.868E-08
  26  1.487E+04  1.991E-08
  26  1.710E+04  1.381E-08
  26  1.966E+04  9.587E-09
  26  2.261E+04  6.650E-09
  26  2.600E+04  4.611E-09
  26  2.989E+04  3.198E-09
  26  3.436E+04  2.218E-09
  26  3.951E+04  1.538E-09
  26  4.542E+04  1.066E-09
  26  5.223E+04  7.390E-10
  26  6.003E+04  5.126E-10
  26  6.905E+04  3.549E-10
  26  7.935E+04  2.463E-10
  26  9.128E+04  1.705E-10
  26  1.049E+05  1.181E-10
  26  1.206E+05  8.193E-11
  26  1.387E+05  5.675E-11
  26  1.595E+05  3.932E-11
  26  1.834E+05  2.724E-11
  26  2.108E+05  1.888E-11
  26  2.424E+05  1.308E-11
  26  2.787E+05  9.063E-12
  26  3.204E+05  6.281E-12
  26  3.684E+05  4.351E-12
  26  4.236E+05  3.014E-12
  26  4.870E+05  2.089E-12
  26  5.600E+05  1.447E-12
  27  5.900E-01  7.870E-06
  27  6.785E-01  8.979E-06
  27  7.800E-01  1.023E-05
  27  8.968E-01  1.164E-05
  27  1.031E+00  1.323E-05
  27  1.185E+00  1.500E-05
  27  1.363E+00  1.698E-05
  27  1.567E+00  1.919E-05
  27  1.802E+00  2.162E-05
  27  2.071E+00  2.430E-05
  27  2.382E+00  2.722E-05
  27  2.739E+00  3.039E-05
  27  3.149E+00  3.379E-05
  27  3.620E+00  3.740E-05
  27  4.162E+00  4.120E-05
  27  4.785E+00  4.513E-05
  27  5.502E+00  4.915E-05
  27  6.325E+00  5.316E-05
  27  7.275E+00  5.709E-05
  27  8.360E+00  6.080E-05
  27  9.617E+00  6.422E-05
  27  1.106E+01  6.718E-05
  27  1.271E+01  6.956E-05
  27  1.461E+01  7.124E-05
  27  1.680E+01  7.212E-05
  27  1.932E+01  7.210E-05
  27  2.221E+01  7.115E-05
  27  2.554E+01  6.924E-05
  27  2.936E+01  6.642E-05
  27  3.376E+01  6.277E-05
  27  3.882E+01  5.841E-05
  27  4.463E+01  5.349E-05
  27  5.131E+01  4.820E-05
  27  5.900E+01  4.274E-05
  27  6.785E+01  3.727E-05
  27  7.800E+01  3.199E-05
  27  8.968E+01  2.702E-05
  27  1.031E+02  2.246E-05
  27  1.185E+02  1.841E-05
  27  1.363E+02  1.486E-05
  27  1.567E+02  1.183E-05
  27  1.802E+02  9.295E-06
  27  2.071E+02  7.217E-06
  27  2.382E+02  5.538E-06
  27  2.739E+02  4.204E-06
  27  3.149E+02  3.161E-06
  27  3.620E+02  2.356E-06
  27  4.162E+02  1.742E-06
  27  4.785E+02  1.278E-06
  27  5.502E+02  9.317E-07
  27  6.325E+02  6.755E-07
  27  7.275E+02  4.865E-07
  27  8.360E+02  3.493E-07
  27  9.617E+02  2.493E-07
  27  1.106E+03  1.774E-07
  27  1.271E+03  1.259E-07
  27  1.461E+03  8.903E-08
  27  1.680E+03  6.280E-08
  27  1.932E+03  4.418E-08
  27  2.221E+03  3.105E-08
  27  2.554E+03  2.177E-08
  27  2.936E+03  1.524E-08
  27  3.376E+03  1.066E-08
  27  3.882E+03  7.443E-09
  27  4.463E+03  5.192E-09
  27  5.131E+03  3.620E-09
  27  5.900E+03  2.521E-09
  27  6.785E+03  1.753E-09
  27  7.800E+03  1.220E-09
  27  8.968E+03  8.483E-10
  27  1.031E+04  5.891E-10
  27  1.185E+04  4.097E-10
  27  1.363E+04  2.844E-10
  27  1.567E+04  1.974E-10
  27  1.802E+04  1.370E-10
  27  2.071E+04  9.508E-11
  27  2.382E+04  6.595E-11
  27  2.739E+04  4.573E-11
  27  3.149E+04  3.172E-11
  27  3.620E+04  2.199E-11
  27  4.162E+04  1.525E-11
  27  4.785E+04  1.057E-11
  27  5.502E+04  7.329E-12
  27  6.325E+04  5.083E-12
  27  7.275E+04  3.520E-12
  27  8.360E+04  2.442E-12
  27  9.617E+04  1.690E-12
  27  1.106E+05  1.172E-12
  27  1.271E+05  8.125E-13
  27  1.461E+05  5.628E-13
  27  1.680E+05  3.899E-13
  27  1.932E+05  2.701E-13
  27  2.221E+05  1.872E-13
  27  2.554E+05  1.297E-13
  27  2.936E+05  8.988E-14
  27  3.376E+05  6.228E-14
  27  3.882E+05  4.315E-14
  27  4.463E+05  2.989E-14
  27  5.131E+05  2.071E-14
  27  5.900E+05  1.435E-14
  28  5.900E-01  5.531E-05
  28  6.785E-01  6.303E-05
  28  7.800E-01  7.170E-05
  28  8.968E-01  8.146E-05
  28  1.031E+00  9.240E-05
  28  1.185E+00  1.046E-04
  28  1.363E+00  1.181E-04
  28  1.567E+00  1.330E-04
  28  1.802E+00  1.495E-04
  28  2.071E+00  1.674E-04
  28  2.382E+00  1.868E-04
  28  2.739E+00  2.076E-04
  28  3.149E+00  2.297E-04
  28  3.620E+00  2.529E-04
  28  4.162E+00  2.769E-04
  28  4.785E+00  3.013E-04
  28  5.502E+00  3.257E-04
  28  6.325E+00  3.495E-04
  28  7.275E+00  3.721E-04
  28  8.360E+00  3.927E-04
  28  9.617E+00  4.106E-04
  28  1.106E+01  4.250E-04
  28  1.271E+01  4.352E-04
  28  1.461E+01  4.407E-04
  28  1.680E+01  4.408E-04
  28  1.932E+01  4.354E-04
  28  2.221E+01  4.244E-04
  28  2.554E+01  4.080E-04
  28  2.936E+01  3.867E-04
  28  3.376E+01  3.612E-04
  28  3.882E+01  3.323E-04
  28  4.463E+01  3.010E-04
  28  5.131E+01  2.685E-04
  28  5.900E+01  2.358E-04
  28  6.785E+01  2.039E-04
  28  7.800E+01  1.737E-04
  28  8.968E+01  1.457E-04
  28  1.031E+02  1.204E-04
  28  1.185E+02  9.815E-05
  28  1.363E+02  7.888E-05
  28  1.567E+02  6.257E-05
  28  1.802E+02  4.901E-05
  28  2.071E+02  3.796E-05
  28  2.382E+02  2.907E-05
  28  2.739E+02  2.203E-05
  28  3.149E+02  1.655E-05
  28  3.620E+02  1.232E-05
  28  4.162E+02  9.103E-06
  28  4.785E+02  6.678E-06
  28  5.502E+02  4.866E-06
  28  6.325E+02  3.527E-06
  28  7.275E+02  2.540E-06
  28  8.360E+02  1.824E-06
  28  9.617E+02  1.301E-06
  28  1.106E+03  9.264E-07
  28  1.271E+03  6.576E-07
  28  1.461E+03  4.649E-07
  28  1.680E+03  3.280E-07
  28  1.932E+03  2.308E-07
  28  2.221E+03  1.622E-07
  28  2.554E+03  1.137E-07
  28  2.936E+03  7.963E-08
  28  3.376E+03  5.569E-08
  28  3.882E+03  3.889E-08
  28  4.463E+03  2.713E-08
  28  5.131E+03  1.892E-08
  28  5.900E+03  1.317E-08
  28  6.785E+03  9.164E-09
  28  7.800E+03  6.377E-09
  28  8.968E+03  4.434E-09
  28  1.031E+04  3.079E-09
  28  1.185E+04  2.141E-09
  28  1.363E+04  1.487E-09
  28  1.567E+04  1.032E-09
  28  1.802E+04  7.161E-10
  28  2.071E+04  4.970E-10
  28  2.382E+04  3.447E-10
  28  2.739E+04  2.391E-10
  28  3.149E+04  1.658E-10
  28  3.620E+04  1.150E-10
  28  4.162E+04  7.972E-11
  28  4.785E+04  5.527E-11
  28  5.502E+04  3.831E-11
  28  6.325E+04  2.657E-11
  28  7.275E+04  1.840E-11
  28  8.360E+04  1.277E-11
  28  9.617E+04  8.837E-12
  28  1.106E+05  6.125E-12
  28  1.271E+05  4.248E-12
  28  1.461E+05  2.942E-12
  28  1.680E+05  2.039E-12
  28  1.932E+05  1.412E-12
  28  2.221E+05  9.787E-13
  28  2.554E+05  6.781E-13
  28  2.936E+05  4.699E-13
  28  3.376E+05  3.256E-13
  28  3.882E+05  2.256E-13
  28  4.463E+05  1.563E-13
  28  5.131E+05  1.083E-13
  28  5.900E+05  7.502E-14
